home_id,occupied_beds,avg_dependency,date,bed_capacity,occupancy_rate
h006,55,3.690909090909091,2026-03-03,70,0.7857142857142857
h007,35,3.6857142857142855,2026-03-03,40,0.875
h008,37,4.243243243243243,2026-03-03,40,0.925
h009,44,3.977272727272727,2026-03-03,50,0.88
h010,34,3.911764705882353,2026-03-03,40,0.85
h011,52,4.096153846153846,2026-03-03,60,0.8666666666666667
h012,40,4.025,2026-03-03,50,0.8
h013,46,3.8260869565217392,2026-03-03,50,0.92
h014,54,3.8703703703703702,2026-03-03,60,0.9
h015,54,3.685185185185185,2026-03-03,60,0.9
h016,73,3.73972602739726,2026-03-03,80,0.9125
h017,47,4.127659574468085,2026-03-03,50,0.94
h018,56,3.767857142857143,2026-03-03,60,0.9333333333333333
h019,41,3.6097560975609757,2026-03-03,50,0.82
h020,50,3.98,2026-03-03,60,0.8333333333333334
h021,46,3.9565217391304346,2026-03-03,50,0.92
h022,26,3.5384615384615383,2026-03-03,30,0.8666666666666667
h023,24,4.125,2026-03-03,30,0.8
h024,55,3.672727272727273,2026-03-03,60,0.9166666666666666
h025,38,3.763157894736842,2026-03-03,40,0.95
h026,45,4.022222222222222,2026-03-03,50,0.9
h027,56,4.017857142857143,2026-03-03,60,0.9333333333333333
h028,39,3.7948717948717947,2026-03-03,40,0.975
h029,24,3.625,2026-03-03,30,0.8
h030,49,3.7755102040816326,2026-03-03,60,0.8166666666666667
h031,56,4.0,2026-03-03,60,0.9333333333333333
h032,37,3.810810810810811,2026-03-03,40,0.925
h033,32,3.59375,2026-03-03,40,0.8
h034,50,3.94,2026-03-03,60,0.8333333333333334
h035,66,3.909090909090909,2026-03-03,70,0.9428571428571428
h036,33,3.5757575757575757,2026-03-03,40,0.825
h037,30,4.233333333333333,2026-03-03,40,0.75
h038,29,3.7586206896551726,2026-03-03,30,0.9666666666666667
h039,66,3.6363636363636362,2026-03-03,70,0.9428571428571428
h040,38,3.6315789473684212,2026-03-03,50,0.76
h041,37,3.7837837837837838,2026-03-03,40,0.925
h042,45,3.8222222222222224,2026-03-03,50,0.9
h043,54,3.925925925925926,2026-03-03,60,0.9
h044,44,3.727272727272727,2026-03-03,50,0.88
h045,46,3.869565217391304,2026-03-03,50,0.92
h046,44,4.340909090909091,2026-03-03,50,0.88
h047,34,3.676470588235294,2026-03-03,40,0.85
h048,34,4.0588235294117645,2026-03-03,40,0.85
h049,48,4.083333333333333,2026-03-03,60,0.8
h050,37,3.8378378378378377,2026-03-03,40,0.925
h001,64,3.890625,2026-03-04,70,0.9142857142857143
h002,28,3.75,2026-03-04,30,0.9333333333333333
h003,31,3.5806451612903225,2026-03-04,40,0.775
h004,34,4.088235294117647,2026-03-04,40,0.85
h005,36,3.6944444444444446,2026-03-04,40,0.9
h006,55,3.690909090909091,2026-03-04,70,0.7857142857142857
h007,35,3.6857142857142855,2026-03-04,40,0.875
h008,37,4.243243243243243,2026-03-04,40,0.925
h009,44,3.977272727272727,2026-03-04,50,0.88
h010,34,3.911764705882353,2026-03-04,40,0.85
h011,52,4.096153846153846,2026-03-04,60,0.8666666666666667
h012,40,4.025,2026-03-04,50,0.8
h013,46,3.8260869565217392,2026-03-04,50,0.92
h014,54,3.8703703703703702,2026-03-04,60,0.9
h015,54,3.685185185185185,2026-03-04,60,0.9
h016,73,3.73972602739726,2026-03-04,80,0.9125
h017,47,4.127659574468085,2026-03-04,50,0.94
h018,56,3.767857142857143,2026-03-04,60,0.9333333333333333
h019,40,3.625,2026-03-04,50,0.8
h020,50,3.98,2026-03-04,60,0.8333333333333334
h021,46,3.9565217391304346,2026-03-04,50,0.92
h022,26,3.5384615384615383,2026-03-04,30,0.8666666666666667
h023,24,4.125,2026-03-04,30,0.8
h024,55,3.672727272727273,2026-03-04,60,0.9166666666666666
h025,38,3.763157894736842,2026-03-04,40,0.95
h026,45,4.022222222222222,2026-03-04,50,0.9
h027,56,4.017857142857143,2026-03-04,60,0.9333333333333333
h028,39,3.7948717948717947,2026-03-04,40,0.975
h029,24,3.625,2026-03-04,30,0.8
h030,49,3.7755102040816326,2026-03-04,60,0.8166666666666667
h031,56,4.0,2026-03-04,60,0.9333333333333333
h032,37,3.810810810810811,2026-03-04,40,0.925
h033,31,3.5806451612903225,2026-03-04,40,0.775
h034,50,3.94,2026-03-04,60,0.8333333333333334
h035,66,3.909090909090909,2026-03-04,70,0.9428571428571428
h036,33,3.5757575757575757,2026-03-04,40,0.825
h037,30,4.233333333333333,2026-03-04,40,0.75
h038,29,3.7586206896551726,2026-03-04,30,0.9666666666666667
h039,66,3.6363636363636362,2026-03-04,70,0.9428571428571428
h040,38,3.6315789473684212,2026-03-04,50,0.76
h041,37,3.7837837837837838,2026-03-04,40,0.925
h042,45,3.8222222222222224,2026-03-04,50,0.9
h043,54,3.925925925925926,2026-03-04,60,0.9
h044,44,3.727272727272727,2026-03-04,50,0.88
h045,46,3.869565217391304,2026-03-04,50,0.92
h046,44,4.340909090909091,2026-03-04,50,0.88
h047,34,3.676470588235294,2026-03-04,40,0.85
h048,34,4.0588235294117645,2026-03-04,40,0.85
h049,48,4.083333333333333,2026-03-04,60,0.8
h050,36,3.861111111111111,2026-03-04,40,0.9
h001,64,3.890625,2026-03-05,70,0.9142857142857143
h002,28,3.75,2026-03-05,30,0.9333333333333333
h003,31,3.5806451612903225,2026-03-05,40,0.775
h004,34,4.088235294117647,2026-03-05,40,0.85
h005,36,3.6944444444444446,2026-03-05,40,0.9
h006,55,3.690909090909091,2026-03-05,70,0.7857142857142857
h007,35,3.6857142857142855,2026-03-05,40,0.875
h008,37,4.243243243243243,2026-03-05,40,0.925
h009,44,3.977272727272727,2026-03-05,50,0.88
h010,34,3.911764705882353,2026-03-05,40,0.85
h011,53,4.113207547169812,2026-03-05,60,0.8833333333333333
h012,40,4.025,2026-03-05,50,0.8
h013,46,3.8260869565217392,2026-03-05,50,0.92
h014,54,3.8703703703703702,2026-03-05,60,0.9
h015,54,3.685185185185185,2026-03-05,60,0.9
h016,73,3.73972602739726,2026-03-05,80,0.9125
h017,47,4.127659574468085,2026-03-05,50,0.94
h018,56,3.767857142857143,2026-03-05,60,0.9333333333333333
h019,40,3.625,2026-03-05,50,0.8
h020,50,3.98,2026-03-05,60,0.8333333333333334
h021,46,3.9565217391304346,2026-03-05,50,0.92
h022,26,3.5384615384615383,2026-03-05,30,0.8666666666666667
h023,24,4.125,2026-03-05,30,0.8
h024,55,3.672727272727273,2026-03-05,60,0.9166666666666666
h025,38,3.763157894736842,2026-03-05,40,0.95
h026,45,4.022222222222222,2026-03-05,50,0.9
h027,56,4.017857142857143,2026-03-05,60,0.9333333333333333
h028,39,3.7948717948717947,2026-03-05,40,0.975
h029,24,3.625,2026-03-05,30,0.8
h030,49,3.7755102040816326,2026-03-05,60,0.8166666666666667
h031,56,4.0,2026-03-05,60,0.9333333333333333
h032,37,3.810810810810811,2026-03-05,40,0.925
h033,31,3.5806451612903225,2026-03-05,40,0.775
h034,50,3.94,2026-03-05,60,0.8333333333333334
h035,66,3.909090909090909,2026-03-05,70,0.9428571428571428
h036,33,3.5757575757575757,2026-03-05,40,0.825
h037,30,4.233333333333333,2026-03-05,40,0.75
h038,29,3.7586206896551726,2026-03-05,30,0.9666666666666667
h039,66,3.6363636363636362,2026-03-05,70,0.9428571428571428
h040,38,3.6315789473684212,2026-03-05,50,0.76
h041,37,3.7837837837837838,2026-03-05,40,0.925
h042,45,3.8222222222222224,2026-03-05,50,0.9
h043,55,3.9272727272727272,2026-03-05,60,0.9166666666666666
h044,44,3.727272727272727,2026-03-05,50,0.88
h045,46,3.869565217391304,2026-03-05,50,0.92
h046,44,4.340909090909091,2026-03-05,50,0.88
h047,34,3.676470588235294,2026-03-05,40,0.85
h048,34,4.0588235294117645,2026-03-05,40,0.85
h049,48,4.083333333333333,2026-03-05,60,0.8
h050,36,3.861111111111111,2026-03-05,40,0.9
h001,64,3.890625,2026-03-06,70,0.9142857142857143
h002,28,3.75,2026-03-06,30,0.9333333333333333
h003,31,3.5806451612903225,2026-03-06,40,0.775
h004,34,4.088235294117647,2026-03-06,40,0.85
h005,36,3.6944444444444446,2026-03-06,40,0.9
h006,55,3.690909090909091,2026-03-06,70,0.7857142857142857
h007,35,3.6857142857142855,2026-03-06,40,0.875
h008,37,4.243243243243243,2026-03-06,40,0.925
h009,43,3.9302325581395348,2026-03-06,50,0.86
h010,34,3.911764705882353,2026-03-06,40,0.85
h011,53,4.113207547169812,2026-03-06,60,0.8833333333333333
h012,40,4.025,2026-03-06,50,0.8
h013,46,3.8260869565217392,2026-03-06,50,0.92
h014,54,3.8703703703703702,2026-03-06,60,0.9
h015,54,3.685185185185185,2026-03-06,60,0.9
h016,73,3.73972602739726,2026-03-06,80,0.9125
h017,47,4.127659574468085,2026-03-06,50,0.94
h018,56,3.767857142857143,2026-03-06,60,0.9333333333333333
h019,40,3.625,2026-03-06,50,0.8
h020,50,3.98,2026-03-06,60,0.8333333333333334
h021,46,3.9565217391304346,2026-03-06,50,0.92
h022,26,3.5384615384615383,2026-03-06,30,0.8666666666666667
h023,24,4.125,2026-03-06,30,0.8
h024,55,3.672727272727273,2026-03-06,60,0.9166666666666666
h025,38,3.763157894736842,2026-03-06,40,0.95
h026,45,4.022222222222222,2026-03-06,50,0.9
h027,56,4.017857142857143,2026-03-06,60,0.9333333333333333
h028,39,3.7948717948717947,2026-03-06,40,0.975
h029,24,3.625,2026-03-06,30,0.8
h030,49,3.7755102040816326,2026-03-06,60,0.8166666666666667
h031,56,4.0,2026-03-06,60,0.9333333333333333
h032,37,3.810810810810811,2026-03-06,40,0.925
h033,31,3.5806451612903225,2026-03-06,40,0.775
h034,51,3.9215686274509802,2026-03-06,60,0.85
h035,67,3.8805970149253732,2026-03-06,70,0.9571428571428572
h036,33,3.5757575757575757,2026-03-06,40,0.825
h037,29,4.206896551724138,2026-03-06,40,0.725
h038,29,3.7586206896551726,2026-03-06,30,0.9666666666666667
h039,66,3.6363636363636362,2026-03-06,70,0.9428571428571428
h040,38,3.6315789473684212,2026-03-06,50,0.76
h041,37,3.7837837837837838,2026-03-06,40,0.925
h042,45,3.8222222222222224,2026-03-06,50,0.9
h043,55,3.9272727272727272,2026-03-06,60,0.9166666666666666
h044,44,3.727272727272727,2026-03-06,50,0.88
h045,46,3.869565217391304,2026-03-06,50,0.92
h046,43,4.395348837209302,2026-03-06,50,0.86
h047,34,3.676470588235294,2026-03-06,40,0.85
h048,34,4.0588235294117645,2026-03-06,40,0.85
h049,48,4.083333333333333,2026-03-06,60,0.8
h050,36,3.861111111111111,2026-03-06,40,0.9
h001,64,3.890625,2026-03-07,70,0.9142857142857143
h002,28,3.75,2026-03-07,30,0.9333333333333333
h003,31,3.5806451612903225,2026-03-07,40,0.775
h004,34,4.088235294117647,2026-03-07,40,0.85
h005,36,3.6944444444444446,2026-03-07,40,0.9
h006,55,3.690909090909091,2026-03-07,70,0.7857142857142857
h007,35,3.6857142857142855,2026-03-07,40,0.875
h008,37,4.243243243243243,2026-03-07,40,0.925
h009,42,3.880952380952381,2026-03-07,50,0.84
h010,34,3.911764705882353,2026-03-07,40,0.85
h011,53,4.113207547169812,2026-03-07,60,0.8833333333333333
h012,41,4.048780487804878,2026-03-07,50,0.82
h013,46,3.8260869565217392,2026-03-07,50,0.92
h014,54,3.8703703703703702,2026-03-07,60,0.9
h015,54,3.685185185185185,2026-03-07,60,0.9
h016,73,3.73972602739726,2026-03-07,80,0.9125
h017,47,4.127659574468085,2026-03-07,50,0.94
h018,56,3.767857142857143,2026-03-07,60,0.9333333333333333
h019,40,3.625,2026-03-07,50,0.8
h020,50,3.98,2026-03-07,60,0.8333333333333334
h021,47,4.0,2026-03-07,50,0.94
h022,26,3.5384615384615383,2026-03-07,30,0.8666666666666667
h023,24,4.125,2026-03-07,30,0.8
h024,54,3.6296296296296298,2026-03-07,60,0.9
h025,38,3.763157894736842,2026-03-07,40,0.95
h026,45,4.022222222222222,2026-03-07,50,0.9
h027,56,4.017857142857143,2026-03-07,60,0.9333333333333333
h028,39,3.7948717948717947,2026-03-07,40,0.975
h029,24,3.625,2026-03-07,30,0.8
h030,49,3.7755102040816326,2026-03-07,60,0.8166666666666667
h031,57,4.017543859649122,2026-03-07,60,0.95
h032,37,3.810810810810811,2026-03-07,40,0.925
h033,31,3.5806451612903225,2026-03-07,40,0.775
h034,51,3.9215686274509802,2026-03-07,60,0.85
h035,67,3.8805970149253732,2026-03-07,70,0.9571428571428572
h036,34,3.6470588235294117,2026-03-07,40,0.85
h037,29,4.206896551724138,2026-03-07,40,0.725
h038,29,3.7586206896551726,2026-03-07,30,0.9666666666666667
h039,67,3.611940298507463,2026-03-07,70,0.9571428571428572
h040,38,3.6315789473684212,2026-03-07,50,0.76
h041,37,3.7837837837837838,2026-03-07,40,0.925
h042,45,3.8222222222222224,2026-03-07,50,0.9
h043,55,3.9272727272727272,2026-03-07,60,0.9166666666666666
h044,44,3.727272727272727,2026-03-07,50,0.88
h045,46,3.869565217391304,2026-03-07,50,0.92
h046,43,4.395348837209302,2026-03-07,50,0.86
h047,34,3.676470588235294,2026-03-07,40,0.85
h048,34,4.0588235294117645,2026-03-07,40,0.85
h049,48,4.083333333333333,2026-03-07,60,0.8
h050,36,3.861111111111111,2026-03-07,40,0.9
h001,64,3.890625,2026-03-08,70,0.9142857142857143
h002,28,3.75,2026-03-08,30,0.9333333333333333
h003,31,3.5806451612903225,2026-03-08,40,0.775
h004,34,4.088235294117647,2026-03-08,40,0.85
h005,36,3.6944444444444446,2026-03-08,40,0.9
h006,55,3.690909090909091,2026-03-08,70,0.7857142857142857
h007,35,3.6857142857142855,2026-03-08,40,0.875
h008,37,4.243243243243243,2026-03-08,40,0.925
h009,42,3.880952380952381,2026-03-08,50,0.84
h010,34,3.911764705882353,2026-03-08,40,0.85
h011,53,4.113207547169812,2026-03-08,60,0.8833333333333333
h012,41,4.048780487804878,2026-03-08,50,0.82
h013,46,3.8260869565217392,2026-03-08,50,0.92
h014,54,3.8703703703703702,2026-03-08,60,0.9
h015,54,3.685185185185185,2026-03-08,60,0.9
h016,73,3.73972602739726,2026-03-08,80,0.9125
h017,47,4.127659574468085,2026-03-08,50,0.94
h018,56,3.767857142857143,2026-03-08,60,0.9333333333333333
h019,40,3.625,2026-03-08,50,0.8
h020,51,3.9411764705882355,2026-03-08,60,0.85
h021,47,4.0,2026-03-08,50,0.94
h022,26,3.5384615384615383,2026-03-08,30,0.8666666666666667
h023,24,4.125,2026-03-08,30,0.8
h024,54,3.6296296296296298,2026-03-08,60,0.9
h025,38,3.763157894736842,2026-03-08,40,0.95
h026,45,4.022222222222222,2026-03-08,50,0.9
h027,56,4.017857142857143,2026-03-08,60,0.9333333333333333
h028,40,3.75,2026-03-08,40,1.0
h029,24,3.625,2026-03-08,30,0.8
h030,49,3.7755102040816326,2026-03-08,60,0.8166666666666667
h031,57,4.017543859649122,2026-03-08,60,0.95
h032,37,3.810810810810811,2026-03-08,40,0.925
h033,31,3.5806451612903225,2026-03-08,40,0.775
h034,51,3.9215686274509802,2026-03-08,60,0.85
h035,67,3.8805970149253732,2026-03-08,70,0.9571428571428572
h036,34,3.6470588235294117,2026-03-08,40,0.85
h037,29,4.206896551724138,2026-03-08,40,0.725
h038,29,3.7586206896551726,2026-03-08,30,0.9666666666666667
h039,67,3.611940298507463,2026-03-08,70,0.9571428571428572
h040,38,3.6315789473684212,2026-03-08,50,0.76
h041,37,3.7837837837837838,2026-03-08,40,0.925
h042,45,3.8222222222222224,2026-03-08,50,0.9
h043,55,3.9272727272727272,2026-03-08,60,0.9166666666666666
h044,44,3.727272727272727,2026-03-08,50,0.88
h045,46,3.869565217391304,2026-03-08,50,0.92
h046,43,4.395348837209302,2026-03-08,50,0.86
h047,34,3.676470588235294,2026-03-08,40,0.85
h048,34,4.0588235294117645,2026-03-08,40,0.85
h049,48,4.083333333333333,2026-03-08,60,0.8
h050,36,3.861111111111111,2026-03-08,40,0.9
h001,64,3.890625,2026-03-09,70,0.9142857142857143
h002,28,3.75,2026-03-09,30,0.9333333333333333
h003,31,3.5806451612903225,2026-03-09,40,0.775
h004,34,4.088235294117647,2026-03-09,40,0.85
h005,36,3.6944444444444446,2026-03-09,40,0.9
h006,55,3.690909090909091,2026-03-09,70,0.7857142857142857
h007,35,3.6857142857142855,2026-03-09,40,0.875
h008,37,4.243243243243243,2026-03-09,40,0.925
h009,42,3.880952380952381,2026-03-09,50,0.84
h010,34,3.911764705882353,2026-03-09,40,0.85
h011,53,4.113207547169812,2026-03-09,60,0.8833333333333333
h012,41,4.048780487804878,2026-03-09,50,0.82
h013,46,3.8260869565217392,2026-03-09,50,0.92
h014,54,3.8703703703703702,2026-03-09,60,0.9
h015,54,3.685185185185185,2026-03-09,60,0.9
h016,73,3.73972602739726,2026-03-09,80,0.9125
h017,47,4.127659574468085,2026-03-09,50,0.94
h018,56,3.767857142857143,2026-03-09,60,0.9333333333333333
h019,40,3.625,2026-03-09,50,0.8
h020,51,3.9411764705882355,2026-03-09,60,0.85
h021,47,4.0,2026-03-09,50,0.94
h022,26,3.5384615384615383,2026-03-09,30,0.8666666666666667
h023,24,4.125,2026-03-09,30,0.8
h024,54,3.6296296296296298,2026-03-09,60,0.9
h025,38,3.763157894736842,2026-03-09,40,0.95
h026,46,3.9782608695652173,2026-03-09,50,0.92
h027,56,4.017857142857143,2026-03-09,60,0.9333333333333333
h028,40,3.75,2026-03-09,40,1.0
h029,24,3.625,2026-03-09,30,0.8
h030,49,3.7755102040816326,2026-03-09,60,0.8166666666666667
h031,57,4.017543859649122,2026-03-09,60,0.95
h032,37,3.810810810810811,2026-03-09,40,0.925
h033,31,3.5806451612903225,2026-03-09,40,0.775
h034,51,3.9215686274509802,2026-03-09,60,0.85
h035,67,3.8805970149253732,2026-03-09,70,0.9571428571428572
h036,34,3.6470588235294117,2026-03-09,40,0.85
h037,29,4.206896551724138,2026-03-09,40,0.725
h038,29,3.7586206896551726,2026-03-09,30,0.9666666666666667
h039,67,3.611940298507463,2026-03-09,70,0.9571428571428572
h040,38,3.6315789473684212,2026-03-09,50,0.76
h041,37,3.7837837837837838,2026-03-09,40,0.925
h042,45,3.8222222222222224,2026-03-09,50,0.9
h043,55,3.9272727272727272,2026-03-09,60,0.9166666666666666
h044,44,3.727272727272727,2026-03-09,50,0.88
h045,46,3.869565217391304,2026-03-09,50,0.92
h046,43,4.395348837209302,2026-03-09,50,0.86
h047,34,3.676470588235294,2026-03-09,40,0.85
h048,34,4.0588235294117645,2026-03-09,40,0.85
h049,48,4.083333333333333,2026-03-09,60,0.8
h050,36,3.861111111111111,2026-03-09,40,0.9
h001,64,3.890625,2026-03-10,70,0.9142857142857143
h002,28,3.75,2026-03-10,30,0.9333333333333333
h003,31,3.5806451612903225,2026-03-10,40,0.775
h004,34,4.088235294117647,2026-03-10,40,0.85
h005,36,3.6944444444444446,2026-03-10,40,0.9
h006,55,3.690909090909091,2026-03-10,70,0.7857142857142857
h007,35,3.6857142857142855,2026-03-10,40,0.875
h008,37,4.243243243243243,2026-03-10,40,0.925
h009,42,3.880952380952381,2026-03-10,50,0.84
h010,34,3.911764705882353,2026-03-10,40,0.85
h011,52,4.134615384615385,2026-03-10,60,0.8666666666666667
h012,41,4.048780487804878,2026-03-10,50,0.82
h013,46,3.8260869565217392,2026-03-10,50,0.92
h014,54,3.8703703703703702,2026-03-10,60,0.9
h015,54,3.685185185185185,2026-03-10,60,0.9
h016,73,3.73972602739726,2026-03-10,80,0.9125
h017,47,4.127659574468085,2026-03-10,50,0.94
h018,56,3.767857142857143,2026-03-10,60,0.9333333333333333
h019,40,3.625,2026-03-10,50,0.8
h020,52,3.923076923076923,2026-03-10,60,0.8666666666666667
h021,47,4.0,2026-03-10,50,0.94
h022,26,3.5384615384615383,2026-03-10,30,0.8666666666666667
h023,24,4.125,2026-03-10,30,0.8
h024,54,3.6296296296296298,2026-03-10,60,0.9
h025,38,3.763157894736842,2026-03-10,40,0.95
h026,46,3.9782608695652173,2026-03-10,50,0.92
h027,56,4.017857142857143,2026-03-10,60,0.9333333333333333
h028,41,3.7804878048780486,2026-03-10,40,1.0
h029,24,3.625,2026-03-10,30,0.8
h030,49,3.7755102040816326,2026-03-10,60,0.8166666666666667
h031,57,4.017543859649122,2026-03-10,60,0.95
h032,37,3.810810810810811,2026-03-10,40,0.925
h033,31,3.5806451612903225,2026-03-10,40,0.775
h034,51,3.9215686274509802,2026-03-10,60,0.85
h035,67,3.8805970149253732,2026-03-10,70,0.9571428571428572
h036,34,3.6470588235294117,2026-03-10,40,0.85
h037,29,4.206896551724138,2026-03-10,40,0.725
h038,29,3.7586206896551726,2026-03-10,30,0.9666666666666667
h039,67,3.611940298507463,2026-03-10,70,0.9571428571428572
h040,38,3.6315789473684212,2026-03-10,50,0.76
h041,37,3.7837837837837838,2026-03-10,40,0.925
h042,46,3.8260869565217392,2026-03-10,50,0.92
h043,55,3.9272727272727272,2026-03-10,60,0.9166666666666666
h044,45,3.7555555555555555,2026-03-10,50,0.9
h045,46,3.869565217391304,2026-03-10,50,0.92
h046,43,4.395348837209302,2026-03-10,50,0.86
h047,34,3.676470588235294,2026-03-10,40,0.85
h048,34,4.0588235294117645,2026-03-10,40,0.85
h049,47,4.0638297872340425,2026-03-10,60,0.7833333333333333
h050,36,3.861111111111111,2026-03-10,40,0.9
h001,64,3.890625,2026-03-11,70,0.9142857142857143
h002,28,3.75,2026-03-11,30,0.9333333333333333
h003,31,3.5806451612903225,2026-03-11,40,0.775
h004,34,4.088235294117647,2026-03-11,40,0.85
h005,36,3.6944444444444446,2026-03-11,40,0.9
h006,55,3.690909090909091,2026-03-11,70,0.7857142857142857
h007,35,3.6857142857142855,2026-03-11,40,0.875
h008,37,4.243243243243243,2026-03-11,40,0.925
h009,42,3.880952380952381,2026-03-11,50,0.84
h010,34,3.911764705882353,2026-03-11,40,0.85
h011,52,4.134615384615385,2026-03-11,60,0.8666666666666667
h012,41,4.048780487804878,2026-03-11,50,0.82
h013,46,3.8260869565217392,2026-03-11,50,0.92
h014,54,3.8703703703703702,2026-03-11,60,0.9
h015,55,3.690909090909091,2026-03-11,60,0.9166666666666666
h016,73,3.73972602739726,2026-03-11,80,0.9125
h017,47,4.127659574468085,2026-03-11,50,0.94
h018,56,3.767857142857143,2026-03-11,60,0.9333333333333333
h019,40,3.625,2026-03-11,50,0.8
h020,52,3.923076923076923,2026-03-11,60,0.8666666666666667
h021,47,4.0,2026-03-11,50,0.94
h022,26,3.5384615384615383,2026-03-11,30,0.8666666666666667
h023,24,4.125,2026-03-11,30,0.8
h024,54,3.6296296296296298,2026-03-11,60,0.9
h025,38,3.763157894736842,2026-03-11,40,0.95
h026,46,3.9782608695652173,2026-03-11,50,0.92
h027,56,4.017857142857143,2026-03-11,60,0.9333333333333333
h028,41,3.7804878048780486,2026-03-11,40,1.0
h029,24,3.625,2026-03-11,30,0.8
h030,49,3.7755102040816326,2026-03-11,60,0.8166666666666667
h031,57,4.017543859649122,2026-03-11,60,0.95
h032,37,3.810810810810811,2026-03-11,40,0.925
h033,31,3.5806451612903225,2026-03-11,40,0.775
h034,52,3.9423076923076925,2026-03-11,60,0.8666666666666667
h035,67,3.8805970149253732,2026-03-11,70,0.9571428571428572
h036,34,3.6470588235294117,2026-03-11,40,0.85
h037,29,4.206896551724138,2026-03-11,40,0.725
h038,29,3.7586206896551726,2026-03-11,30,0.9666666666666667
h039,67,3.611940298507463,2026-03-11,70,0.9571428571428572
h040,38,3.6315789473684212,2026-03-11,50,0.76
h041,37,3.7837837837837838,2026-03-11,40,0.925
h042,46,3.8260869565217392,2026-03-11,50,0.92
h043,55,3.9272727272727272,2026-03-11,60,0.9166666666666666
h044,45,3.7555555555555555,2026-03-11,50,0.9
h045,46,3.869565217391304,2026-03-11,50,0.92
h046,43,4.395348837209302,2026-03-11,50,0.86
h047,34,3.676470588235294,2026-03-11,40,0.85
h048,34,4.0588235294117645,2026-03-11,40,0.85
h049,47,4.0638297872340425,2026-03-11,60,0.7833333333333333
h050,36,3.861111111111111,2026-03-11,40,0.9
h001,64,3.890625,2026-03-12,70,0.9142857142857143
h002,28,3.75,2026-03-12,30,0.9333333333333333
h003,31,3.5806451612903225,2026-03-12,40,0.775
h004,34,4.088235294117647,2026-03-12,40,0.85
h005,36,3.6944444444444446,2026-03-12,40,0.9
h006,55,3.690909090909091,2026-03-12,70,0.7857142857142857
h007,35,3.6857142857142855,2026-03-12,40,0.875
h008,37,4.243243243243243,2026-03-12,40,0.925
h009,42,3.880952380952381,2026-03-12,50,0.84
h010,34,3.911764705882353,2026-03-12,40,0.85
h011,52,4.134615384615385,2026-03-12,60,0.8666666666666667
h012,41,4.048780487804878,2026-03-12,50,0.82
h013,46,3.8260869565217392,2026-03-12,50,0.92
h014,54,3.8703703703703702,2026-03-12,60,0.9
h015,55,3.690909090909091,2026-03-12,60,0.9166666666666666
h016,73,3.73972602739726,2026-03-12,80,0.9125
h017,47,4.127659574468085,2026-03-12,50,0.94
h018,56,3.767857142857143,2026-03-12,60,0.9333333333333333
h019,40,3.625,2026-03-12,50,0.8
h020,52,3.923076923076923,2026-03-12,60,0.8666666666666667
h021,47,4.0,2026-03-12,50,0.94
h022,26,3.5384615384615383,2026-03-12,30,0.8666666666666667
h023,24,4.125,2026-03-12,30,0.8
h024,54,3.6296296296296298,2026-03-12,60,0.9
h025,38,3.763157894736842,2026-03-12,40,0.95
h026,46,3.9782608695652173,2026-03-12,50,0.92
h027,56,4.017857142857143,2026-03-12,60,0.9333333333333333
h028,41,3.7804878048780486,2026-03-12,40,1.0
h029,24,3.625,2026-03-12,30,0.8
h030,49,3.7755102040816326,2026-03-12,60,0.8166666666666667
h031,57,4.017543859649122,2026-03-12,60,0.95
h032,37,3.810810810810811,2026-03-12,40,0.925
h033,31,3.5806451612903225,2026-03-12,40,0.775
h034,52,3.9423076923076925,2026-03-12,60,0.8666666666666667
h035,67,3.8805970149253732,2026-03-12,70,0.9571428571428572
h036,34,3.6470588235294117,2026-03-12,40,0.85
h037,29,4.206896551724138,2026-03-12,40,0.725
h038,29,3.7586206896551726,2026-03-12,30,0.9666666666666667
h039,67,3.611940298507463,2026-03-12,70,0.9571428571428572
h040,38,3.6315789473684212,2026-03-12,50,0.76
h041,37,3.7837837837837838,2026-03-12,40,0.925
h042,45,3.8,2026-03-12,50,0.9
h043,54,3.9444444444444446,2026-03-12,60,0.9
h044,45,3.7555555555555555,2026-03-12,50,0.9
h045,46,3.869565217391304,2026-03-12,50,0.92
h046,43,4.395348837209302,2026-03-12,50,0.86
h047,34,3.676470588235294,2026-03-12,40,0.85
h048,34,4.0588235294117645,2026-03-12,40,0.85
h049,47,4.0638297872340425,2026-03-12,60,0.7833333333333333
h050,36,3.861111111111111,2026-03-12,40,0.9
h001,64,3.890625,2026-03-13,70,0.9142857142857143
h002,28,3.75,2026-03-13,30,0.9333333333333333
h003,31,3.5806451612903225,2026-03-13,40,0.775
h004,34,4.088235294117647,2026-03-13,40,0.85
h005,37,3.7027027027027026,2026-03-13,40,0.925
h006,55,3.690909090909091,2026-03-13,70,0.7857142857142857
h007,35,3.6857142857142855,2026-03-13,40,0.875
h008,37,4.243243243243243,2026-03-13,40,0.925
h009,42,3.880952380952381,2026-03-13,50,0.84
h010,34,3.911764705882353,2026-03-13,40,0.85
h011,52,4.134615384615385,2026-03-13,60,0.8666666666666667
h012,41,4.048780487804878,2026-03-13,50,0.82
h013,46,3.8260869565217392,2026-03-13,50,0.92
h014,54,3.8703703703703702,2026-03-13,60,0.9
h015,55,3.690909090909091,2026-03-13,60,0.9166666666666666
h016,73,3.73972602739726,2026-03-13,80,0.9125
h017,46,4.108695652173913,2026-03-13,50,0.92
