home_id,date,shift,staff_hours,required_hours,staff_cost
h007,2026-02-01,night,56.34,52.5,704.21
h008,2026-02-01,morning,80.85,86.4,1010.61
h008,2026-02-01,afternoon,70.74,75.6,884.28
h008,2026-02-01,night,50.53,54.0,631.63
h009,2026-02-01,morning,118.21,105.6,1477.63
h009,2026-02-01,afternoon,103.43,92.4,1292.92
h009,2026-02-01,night,73.88,66.0,923.52
h010,2026-02-01,morning,79.83,81.6,997.88
h010,2026-02-01,afternoon,69.85,71.4,873.14
h010,2026-02-01,night,49.89,51.0,623.67
h011,2026-02-01,morning,124.59,124.8,1557.33
h011,2026-02-01,afternoon,109.01,109.2,1362.67
h011,2026-02-01,night,77.87,78.0,973.33
h012,2026-02-01,morning,94.77,100.8,1184.68
h012,2026-02-01,afternoon,82.93,88.2,1036.6
h012,2026-02-01,night,59.23,63.0,740.43
h013,2026-02-01,morning,85.12,105.6,1064.0
h013,2026-02-01,afternoon,74.48,92.4,931.0
h013,2026-02-01,night,53.2,66.0,665.0
h014,2026-02-01,morning,136.2,127.2,1702.45
h014,2026-02-01,afternoon,119.17,111.3,1489.64
h014,2026-02-01,night,85.12,79.5,1064.03
h015,2026-02-01,morning,134.7,127.2,1683.73
h015,2026-02-01,afternoon,117.86,111.3,1473.26
h015,2026-02-01,night,84.19,79.5,1052.33
h016,2026-02-01,morning,171.26,175.2,2140.71
h016,2026-02-01,afternoon,149.85,153.3,1873.12
h016,2026-02-01,night,107.04,109.5,1337.94
h017,2026-02-01,morning,110.99,110.4,1387.4
h017,2026-02-01,afternoon,97.12,96.6,1213.97
h017,2026-02-01,night,69.37,69.0,867.12
h018,2026-02-01,morning,139.95,134.4,1749.34
h018,2026-02-01,afternoon,122.45,117.6,1530.67
h018,2026-02-01,night,87.47,84.0,1093.34
h019,2026-02-01,morning,86.1,98.4,1076.25
h019,2026-02-01,afternoon,75.34,86.1,941.71
h019,2026-02-01,night,53.81,61.5,672.65
h020,2026-02-01,morning,114.92,120.0,1436.51
h020,2026-02-01,afternoon,100.56,105.0,1256.95
h020,2026-02-01,night,71.83,75.0,897.82
h021,2026-02-01,morning,117.41,110.4,1467.69
h021,2026-02-01,afternoon,102.74,96.6,1284.23
h021,2026-02-01,night,73.38,69.0,917.3
h022,2026-02-01,morning,56.14,62.4,701.73
h022,2026-02-01,afternoon,49.12,54.6,614.02
h022,2026-02-01,night,35.09,39.0,438.58
h023,2026-02-01,morning,58.95,57.6,736.91
h023,2026-02-01,afternoon,51.58,50.4,644.8
h023,2026-02-01,night,36.85,36.0,460.57
h024,2026-02-01,morning,115.53,129.6,1444.19
h024,2026-02-01,afternoon,101.09,113.4,1263.66
h024,2026-02-01,night,72.21,81.0,902.62
h025,2026-02-01,morning,87.13,84.0,1089.18
h025,2026-02-01,afternoon,76.24,73.5,953.03
h025,2026-02-01,night,54.46,52.5,680.74
h026,2026-02-01,morning,110.09,110.4,1376.07
h026,2026-02-01,afternoon,96.32,96.6,1204.06
h026,2026-02-01,night,68.8,69.0,860.04
h027,2026-02-01,morning,112.85,129.6,1410.68
h027,2026-02-01,afternoon,98.75,113.4,1234.34
h027,2026-02-01,night,70.53,81.0,881.67
h028,2026-02-01,morning,94.45,86.4,1180.63
h028,2026-02-01,afternoon,82.64,75.6,1033.05
h028,2026-02-01,night,59.03,54.0,737.9
h029,2026-02-01,morning,54.22,57.6,677.69
h029,2026-02-01,afternoon,47.44,50.4,592.98
h029,2026-02-01,night,33.88,36.0,423.55
h030,2026-02-01,morning,112.22,120.0,1402.77
h030,2026-02-01,afternoon,98.19,105.0,1227.42
h030,2026-02-01,night,70.14,75.0,876.73
h031,2026-02-01,morning,134.12,132.0,1676.48
h031,2026-02-01,afternoon,117.35,115.5,1466.92
h031,2026-02-01,night,83.82,82.5,1047.8
h032,2026-02-01,morning,96.96,88.8,1212.0
h032,2026-02-01,afternoon,84.84,77.7,1060.5
h032,2026-02-01,night,60.6,55.5,757.5
h033,2026-02-01,morning,74.97,81.6,937.11
h033,2026-02-01,afternoon,65.6,71.4,819.97
h033,2026-02-01,night,46.86,51.0,585.69
h034,2026-02-01,morning,125.42,124.8,1567.7
h034,2026-02-01,afternoon,109.74,109.2,1371.74
h034,2026-02-01,night,78.38,78.0,979.81
h035,2026-02-01,morning,158.87,153.6,1985.87
h035,2026-02-01,afternoon,139.01,134.4,1737.63
h035,2026-02-01,night,99.29,96.0,1241.17
h036,2026-02-01,morning,86.12,81.6,1076.56
h036,2026-02-01,afternoon,75.36,71.4,941.99
h036,2026-02-01,night,53.83,51.0,672.85
h037,2026-02-01,morning,75.45,74.4,943.13
h037,2026-02-01,afternoon,66.02,65.1,825.24
h037,2026-02-01,night,47.16,46.5,589.45
h038,2026-02-01,morning,60.57,62.4,757.1
h038,2026-02-01,afternoon,53.0,54.6,662.46
h038,2026-02-01,night,37.85,39.0,473.19
h039,2026-02-01,morning,143.43,153.6,1792.88
h039,2026-02-01,afternoon,125.5,134.4,1568.77
h039,2026-02-01,night,89.64,96.0,1120.55
h040,2026-02-01,morning,96.66,96.0,1208.27
h040,2026-02-01,afternoon,84.58,84.0,1057.24
h040,2026-02-01,night,60.41,60.0,755.17
h041,2026-02-01,morning,81.18,88.8,1014.79
h041,2026-02-01,afternoon,71.04,77.7,887.94
h041,2026-02-01,night,50.74,55.5,634.25
h042,2026-02-01,morning,82.76,108.0,1034.49
h042,2026-02-01,afternoon,72.41,94.5,905.18
h042,2026-02-01,night,51.72,67.5,646.56
h043,2026-02-01,morning,134.13,129.6,1676.58
h043,2026-02-01,afternoon,117.36,113.4,1467.01
h043,2026-02-01,night,83.83,81.0,1047.86
h044,2026-02-01,morning,110.66,103.2,1383.29
h044,2026-02-01,afternoon,96.83,90.3,1210.38
h044,2026-02-01,night,69.16,64.5,864.55
h045,2026-02-01,morning,87.58,108.0,1094.8
h045,2026-02-01,afternoon,76.64,94.5,957.95
h045,2026-02-01,night,54.74,67.5,684.25
h046,2026-02-01,morning,94.86,103.2,1185.8
h046,2026-02-01,afternoon,83.01,90.3,1037.57
h046,2026-02-01,night,59.29,64.5,741.12
h047,2026-02-01,morning,83.12,79.2,1039.04
h047,2026-02-01,afternoon,72.73,69.3,909.16
h047,2026-02-01,night,51.95,49.5,649.4
h048,2026-02-01,morning,97.83,84.0,1222.83
h048,2026-02-01,afternoon,85.6,73.5,1069.98
h048,2026-02-01,night,61.14,52.5,764.27
h049,2026-02-01,morning,115.39,115.2,1442.4
h049,2026-02-01,afternoon,100.97,100.8,1262.1
h049,2026-02-01,night,72.12,72.0,901.5
h050,2026-02-01,morning,81.37,86.4,1017.1
h050,2026-02-01,afternoon,71.2,75.6,889.96
h050,2026-02-01,night,50.86,54.0,635.69
h001,2026-02-02,morning,151.35,153.6,1891.91
h001,2026-02-02,afternoon,132.43,134.4,1655.42
h001,2026-02-02,night,94.6,96.0,1182.44
h002,2026-02-02,morning,74.59,67.2,932.39
h002,2026-02-02,afternoon,65.27,58.8,815.84
h002,2026-02-02,night,46.62,42.0,582.74
h003,2026-02-02,morning,75.11,79.2,938.84
h003,2026-02-02,afternoon,65.72,69.3,821.48
h003,2026-02-02,night,46.94,49.5,586.77
h004,2026-02-02,morning,76.38,81.6,954.79
h004,2026-02-02,afternoon,66.84,71.4,835.44
h004,2026-02-02,night,47.74,51.0,596.74
h005,2026-02-02,morning,85.37,88.8,1067.13
h005,2026-02-02,afternoon,74.7,77.7,933.74
h005,2026-02-02,night,53.36,55.5,666.96
h006,2026-02-02,morning,124.15,134.4,1551.87
h006,2026-02-02,afternoon,108.63,117.6,1357.89
h006,2026-02-02,night,77.59,84.0,969.92
h007,2026-02-02,morning,84.82,84.0,1060.3
h007,2026-02-02,afternoon,74.22,73.5,927.77
h007,2026-02-02,night,53.02,52.5,662.69
h008,2026-02-02,morning,97.63,86.4,1220.37
h008,2026-02-02,afternoon,85.43,75.6,1067.83
h008,2026-02-02,night,61.02,54.0,762.73
h009,2026-02-02,morning,108.33,105.6,1354.12
h009,2026-02-02,afternoon,94.79,92.4,1184.85
h009,2026-02-02,night,67.71,66.0,846.32
h010,2026-02-02,morning,79.95,81.6,999.41
h010,2026-02-02,afternoon,69.96,71.4,874.48
h010,2026-02-02,night,49.97,51.0,624.63
h011,2026-02-02,morning,121.89,124.8,1523.58
h011,2026-02-02,afternoon,106.65,109.2,1333.13
h011,2026-02-02,night,76.18,78.0,952.24
h012,2026-02-02,morning,88.19,100.8,1102.43
h012,2026-02-02,afternoon,77.17,88.2,964.63
h012,2026-02-02,night,55.12,63.0,689.02
h013,2026-02-02,morning,113.06,105.6,1413.26
h013,2026-02-02,afternoon,98.93,92.4,1236.6
h013,2026-02-02,night,70.66,66.0,883.29
h014,2026-02-02,morning,126.41,127.2,1580.1
h014,2026-02-02,afternoon,110.61,111.3,1382.59
h014,2026-02-02,night,79.0,79.5,987.56
h015,2026-02-02,morning,125.36,127.2,1567.04
h015,2026-02-02,afternoon,109.69,111.3,1371.16
h015,2026-02-02,night,78.35,79.5,979.4
h016,2026-02-02,morning,219.95,175.2,2749.43
h016,2026-02-02,afternoon,192.46,153.3,2405.75
h016,2026-02-02,night,137.47,109.5,1718.4
h017,2026-02-02,morning,113.04,110.4,1412.98
h017,2026-02-02,afternoon,98.91,96.6,1236.36
h017,2026-02-02,night,70.65,69.0,883.11
h018,2026-02-02,morning,126.32,134.4,1578.96
h018,2026-02-02,afternoon,110.53,117.6,1381.59
h018,2026-02-02,night,78.95,84.0,986.85
h019,2026-02-02,morning,95.04,98.4,1188.05
h019,2026-02-02,afternoon,83.16,86.1,1039.54
h019,2026-02-02,night,59.4,61.5,742.53
h020,2026-02-02,morning,131.03,120.0,1637.81
h020,2026-02-02,afternoon,114.65,105.0,1433.09
h020,2026-02-02,night,81.89,75.0,1023.63
h021,2026-02-02,morning,111.4,110.4,1392.51
h021,2026-02-02,afternoon,97.48,96.6,1218.44
h021,2026-02-02,night,69.63,69.0,870.32
h022,2026-02-02,morning,55.22,62.4,690.25
h022,2026-02-02,afternoon,48.32,54.6,603.97
h022,2026-02-02,night,34.51,39.0,431.41
h023,2026-02-02,morning,61.84,57.6,772.95
h023,2026-02-02,afternoon,54.11,50.4,676.33
h023,2026-02-02,night,38.65,36.0,483.09
h024,2026-02-02,morning,122.67,129.6,1533.41
h024,2026-02-02,afternoon,107.34,113.4,1341.73
h024,2026-02-02,night,76.67,81.0,958.38
h025,2026-02-02,morning,96.59,84.0,1207.36
h025,2026-02-02,afternoon,84.51,73.5,1056.44
h025,2026-02-02,night,60.37,52.5,754.6
h026,2026-02-02,morning,119.94,110.4,1499.24
h026,2026-02-02,afternoon,104.95,96.6,1311.83
h026,2026-02-02,night,74.96,69.0,937.02
h027,2026-02-02,morning,124.96,129.6,1562.03
h027,2026-02-02,afternoon,109.34,113.4,1366.77
h027,2026-02-02,night,78.1,81.0,976.27
h028,2026-02-02,morning,95.25,86.4,1190.68
h028,2026-02-02,afternoon,83.35,75.6,1041.84
h028,2026-02-02,night,59.53,54.0,744.17
h029,2026-02-02,morning,57.91,57.6,723.91
h029,2026-02-02,afternoon,50.67,50.4,633.42
h029,2026-02-02,night,36.2,36.0,452.44
h030,2026-02-02,morning,125.62,117.6,1570.29
h030,2026-02-02,afternoon,109.92,102.9,1374.0
h030,2026-02-02,night,78.51,73.5,981.43
h031,2026-02-02,morning,137.12,132.0,1713.98
h031,2026-02-02,afternoon,119.98,115.5,1499.74
h031,2026-02-02,night,85.7,82.5,1071.24
h032,2026-02-02,morning,80.55,86.4,1006.87
h032,2026-02-02,afternoon,70.48,75.6,881.02
h032,2026-02-02,night,50.34,54.0,629.3
h033,2026-02-02,morning,77.4,81.6,967.49
h033,2026-02-02,afternoon,67.72,71.4,846.55
h033,2026-02-02,night,48.37,51.0,604.68
h034,2026-02-02,morning,135.08,124.8,1688.54
h034,2026-02-02,afternoon,118.2,109.2,1477.47
h034,2026-02-02,night,84.43,78.0,1055.34
h035,2026-02-02,morning,149.49,153.6,1868.58
h035,2026-02-02,afternoon,130.8,134.4,1635.01
h035,2026-02-02,night,93.43,96.0,1167.86
h036,2026-02-02,morning,78.96,81.6,987.06
h036,2026-02-02,afternoon,69.09,71.4,863.68
h036,2026-02-02,night,49.35,51.0,616.91
h037,2026-02-02,morning,68.72,74.4,858.94
h037,2026-02-02,afternoon,60.13,65.1,751.57
h037,2026-02-02,night,42.95,46.5,536.84
h038,2026-02-02,morning,64.51,62.4,806.43
h038,2026-02-02,afternoon,56.45,54.6,705.63
h038,2026-02-02,night,40.32,39.0,504.02
h039,2026-02-02,morning,178.94,153.6,2236.8
h039,2026-02-02,afternoon,156.58,134.4,1957.2
h039,2026-02-02,night,111.84,96.0,1398.0
h040,2026-02-02,morning,87.8,96.0,1097.52
h040,2026-02-02,afternoon,76.83,84.0,960.33
h040,2026-02-02,night,54.88,60.0,685.95
h041,2026-02-02,morning,91.38,91.2,1142.21
h041,2026-02-02,afternoon,79.95,79.8,999.43
h041,2026-02-02,night,57.11,57.0,713.88
h042,2026-02-02,morning,120.2,108.0,1502.52
h042,2026-02-02,afternoon,105.18,94.5,1314.7
h042,2026-02-02,night,75.13,67.5,939.07
h043,2026-02-02,morning,128.77,129.6,1609.68
h043,2026-02-02,afternoon,112.68,113.4,1408.47
h043,2026-02-02,night,80.48,81.0,1006.05
h044,2026-02-02,morning,106.93,103.2,1336.68
h044,2026-02-02,afternoon,93.57,90.3,1169.6
h044,2026-02-02,night,66.83,64.5,835.43
h045,2026-02-02,morning,98.82,108.0,1235.26
h045,2026-02-02,afternoon,86.47,94.5,1080.85
h045,2026-02-02,night,61.76,67.5,772.04
h046,2026-02-02,morning,106.74,103.2,1334.2
h046,2026-02-02,afternoon,93.39,90.3,1167.43
h046,2026-02-02,night,66.71,64.5,833.88
h047,2026-02-02,morning,78.01,79.2,975.18
h047,2026-02-02,afternoon,68.26,69.3,853.28
h047,2026-02-02,night,48.76,49.5,609.49
h048,2026-02-02,morning,88.03,81.6,1100.44
h048,2026-02-02,afternoon,77.03,71.4,962.88
h048,2026-02-02,night,55.02,51.0,687.77
h049,2026-02-02,morning,126.14,115.2,1576.79
h049,2026-02-02,afternoon,110.38,100.8,1379.69
h049,2026-02-02,night,78.84,72.0,985.49
h050,2026-02-02,morning,104.3,86.4,1303.74
h050,2026-02-02,afternoon,91.26,75.6,1140.77
h050,2026-02-02,night,65.19,54.0,814.84
h001,2026-02-03,morning,160.72,153.6,2009.03
h001,2026-02-03,afternoon,140.63,134.4,1757.9
h001,2026-02-03,night,100.45,96.0,1255.64
h002,2026-02-03,morning,68.95,67.2,861.89
h002,2026-02-03,afternoon,60.33,58.8,754.16
h002,2026-02-03,night,43.09,42.0,538.68
h003,2026-02-03,morning,80.43,79.2,1005.4
h003,2026-02-03,afternoon,70.38,69.3,879.72
h003,2026-02-03,night,50.27,49.5,628.37
h004,2026-02-03,morning,79.29,81.6,991.18
h004,2026-02-03,afternoon,69.38,71.4,867.28
h004,2026-02-03,night,49.56,51.0,619.49
h005,2026-02-03,morning,91.2,88.8,1140.06
h005,2026-02-03,afternoon,79.8,77.7,997.55
h005,2026-02-03,night,57.0,55.5,712.54
h006,2026-02-03,morning,131.22,134.4,1640.3
h006,2026-02-03,afternoon,114.82,117.6,1435.26
h006,2026-02-03,night,82.01,84.0,1025.19
h007,2026-02-03,morning,85.13,84.0,1064.15
h007,2026-02-03,afternoon,74.49,73.5,931.13
h007,2026-02-03,night,53.21,52.5,665.09
h008,2026-02-03,morning,95.51,86.4,1193.84
h008,2026-02-03,afternoon,83.57,75.6,1044.61
h008,2026-02-03,night,59.69,54.0,746.15
h009,2026-02-03,morning,97.1,105.6,1213.71
h009,2026-02-03,afternoon,84.96,92.4,1062.0
h009,2026-02-03,night,60.69,66.0,758.57
h010,2026-02-03,morning,89.04,81.6,1113.01
h010,2026-02-03,afternoon,77.91,71.4,973.89
h010,2026-02-03,night,55.65,51.0,695.63
h011,2026-02-03,morning,137.95,124.8,1724.38
h011,2026-02-03,afternoon,120.71,109.2,1508.83
h011,2026-02-03,night,86.22,78.0,1077.73
h012,2026-02-03,morning,99.85,100.8,1248.1
h012,2026-02-03,afternoon,87.37,88.2,1092.09
h012,2026-02-03,night,62.4,63.0,780.06
h013,2026-02-03,morning,87.67,105.6,1095.93
h013,2026-02-03,afternoon,76.72,92.4,958.94
h013,2026-02-03,night,54.8,66.0,684.96
h014,2026-02-03,morning,121.01,127.2,1512.69
h014,2026-02-03,afternoon,105.89,111.3,1323.6
h014,2026-02-03,night,75.63,79.5,945.43
h015,2026-02-03,morning,140.4,127.2,1754.98
h015,2026-02-03,afternoon,122.85,111.3,1535.61
h015,2026-02-03,night,87.75,79.5,1096.86
h016,2026-02-03,morning,174.88,175.2,2185.99
h016,2026-02-03,afternoon,153.02,153.3,1912.74
h016,2026-02-03,night,109.3,109.5,1366.25
h017,2026-02-03,morning,101.57,110.4,1269.68
h017,2026-02-03,afternoon,88.88,96.6,1110.97
h017,2026-02-03,night,63.48,69.0,793.55
h018,2026-02-03,morning,128.97,134.4,1612.16
h018,2026-02-03,afternoon,112.85,117.6,1410.64
h018,2026-02-03,night,80.61,84.0,1007.6
h019,2026-02-03,morning,102.46,96.0,1280.7
h019,2026-02-03,afternoon,89.65,84.0,1120.61
h019,2026-02-03,night,64.03,60.0,800.44
h020,2026-02-03,morning,125.25,120.0,1565.61
h020,2026-02-03,afternoon,109.59,105.0,1369.91
h020,2026-02-03,night,78.28,75.0,978.51
h021,2026-02-03,morning,108.29,110.4,1353.62
h021,2026-02-03,afternoon,94.75,96.6,1184.42
h021,2026-02-03,night,67.68,69.0,846.01
h022,2026-02-03,morning,60.57,62.4,757.11
h022,2026-02-03,afternoon,53.0,54.6,662.47
h022,2026-02-03,night,37.86,39.0,473.19
h023,2026-02-03,morning,55.79,57.6,697.43
h023,2026-02-03,afternoon,48.82,50.4,610.26
h023,2026-02-03,night,34.87,36.0,435.9
h024,2026-02-03,morning,120.04,129.6,1500.46
h024,2026-02-03,afternoon,105.03,113.4,1312.9
h024,2026-02-03,night,75.02,81.0,937.78
h025,2026-02-03,morning,94.86,84.0,1185.69
h025,2026-02-03,afternoon,83.0,73.5,1037.48
h025,2026-02-03,night,59.28,52.5,741.06
h026,2026-02-03,morning,107.55,110.4,1344.42
h026,2026-02-03,afternoon,94.11,96.6,1176.36
h026,2026-02-03,night,67.22,69.0,840.26
h027,2026-02-03,morning,142.22,129.6,1777.74
h027,2026-02-03,afternoon,124.44,113.4,1555.53
h027,2026-02-03,night,88.89,81.0,1111.09
h028,2026-02-03,morning,96.92,86.4,1211.44
h028,2026-02-03,afternoon,84.8,75.6,1060.01
h028,2026-02-03,night,60.57,54.0,757.15
h029,2026-02-03,morning,62.2,57.6,777.5
h029,2026-02-03,afternoon,54.43,50.4,680.31
h029,2026-02-03,night,38.88,36.0,485.94
h030,2026-02-03,morning,113.54,117.6,1419.24
h030,2026-02-03,afternoon,99.35,102.9,1241.84
h030,2026-02-03,night,70.96,73.5,887.03
h031,2026-02-03,morning,136.26,132.0,1703.29
h031,2026-02-03,afternoon,119.23,115.5,1490.38
h031,2026-02-03,night,85.16,82.5,1064.56
h032,2026-02-03,morning,86.23,86.4,1077.91
h032,2026-02-03,afternoon,75.45,75.6,943.17
h032,2026-02-03,night,53.9,54.0,673.69
h033,2026-02-03,morning,73.47,79.2,918.43
h033,2026-02-03,afternoon,64.29,69.3,803.62
h033,2026-02-03,night,45.92,49.5,574.02
h034,2026-02-03,morning,128.04,124.8,1600.48
h034,2026-02-03,afternoon,112.03,109.2,1400.42
h034,2026-02-03,night,80.02,78.0,1000.3
h035,2026-02-03,morning,139.11,153.6,1738.9
h035,2026-02-03,afternoon,121.72,134.4,1521.54
h035,2026-02-03,night,86.94,96.0,1086.81
h036,2026-02-03,morning,89.35,81.6,1116.91
h036,2026-02-03,afternoon,78.18,71.4,977.3
h036,2026-02-03,night,55.85,51.0,698.07
h037,2026-02-03,morning,71.63,74.4,895.43
h037,2026-02-03,afternoon,62.68,65.1,783.5
h037,2026-02-03,night,44.77,46.5,559.65
h038,2026-02-03,morning,63.4,62.4,792.55
h038,2026-02-03,afternoon,55.48,54.6,693.48
h038,2026-02-03,night,39.63,39.0,495.35
h039,2026-02-03,morning,159.54,156.0,1994.19
h039,2026-02-03,afternoon,139.59,136.5,1744.92
h039,2026-02-03,night,99.71,97.5,1246.37
h040,2026-02-03,morning,91.66,93.6,1145.77
h040,2026-02-03,afternoon,80.2,81.9,1002.55
h040,2026-02-03,night,57.29,58.5,716.1
h041,2026-02-03,morning,95.48,91.2,1193.51
h041,2026-02-03,afternoon,83.55,79.8,1044.32
h041,2026-02-03,night,59.68,57.0,745.94
h042,2026-02-03,morning,103.9,108.0,1298.71
h042,2026-02-03,afternoon,90.91,94.5,1136.37
h042,2026-02-03,night,64.94,67.5,811.69
h043,2026-02-03,morning,138.63,129.6,1732.92
h043,2026-02-03,afternoon,121.3,113.4,1516.31
h043,2026-02-03,night,86.65,81.0,1083.08
h044,2026-02-03,morning,92.09,103.2,1151.09
h044,2026-02-03,afternoon,80.58,90.3,1007.21
h044,2026-02-03,night,57.55,64.5,719.43
h045,2026-02-03,morning,109.09,108.0,1363.65
h045,2026-02-03,afternoon,95.46,94.5,1193.19
h045,2026-02-03,night,68.18,67.5,852.28
h046,2026-02-03,morning,119.21,103.2,1490.1
h046,2026-02-03,afternoon,104.31,90.3,1303.84
h046,2026-02-03,night,74.5,64.5,931.31
h047,2026-02-03,morning,72.86,79.2,910.77
h047,2026-02-03,afternoon,63.75,69.3,796.93
h047,2026-02-03,night,45.54,49.5,569.23
h048,2026-02-03,morning,77.18,81.6,964.7
h048,2026-02-03,afternoon,67.53,71.4,844.11
h048,2026-02-03,night,48.23,51.0,602.94
h049,2026-02-03,morning,119.94,115.2,1499.2
h049,2026-02-03,afternoon,104.94,100.8,1311.8
h049,2026-02-03,night,74.96,72.0,937.0
h050,2026-02-03,morning,87.64,86.4,1095.52
h050,2026-02-03,afternoon,76.69,75.6,958.58
h050,2026-02-03,night,54.78,54.0,684.7
h001,2026-02-04,morning,157.91,153.6,1973.86
h001,2026-02-04,afternoon,138.17,134.4,1727.12
h001,2026-02-04,night,98.69,96.0,1233.66
h002,2026-02-04,morning,69.83,67.2,872.87
h002,2026-02-04,afternoon,61.1,58.8,763.76
h002,2026-02-04,night,43.64,42.0,545.55
h003,2026-02-04,morning,83.22,79.2,1040.27
h003,2026-02-04,afternoon,72.82,69.3,910.24
h003,2026-02-04,night,52.01,49.5,650.17
h004,2026-02-04,morning,88.84,81.6,1110.55
h004,2026-02-04,afternoon,77.74,71.4,971.73
h004,2026-02-04,night,55.53,51.0,694.09
h005,2026-02-04,morning,91.71,88.8,1146.39
h005,2026-02-04,afternoon,80.25,77.7,1003.09
h005,2026-02-04,night,57.32,55.5,716.49
h006,2026-02-04,morning,131.81,134.4,1647.57
h006,2026-02-04,afternoon,115.33,117.6,1441.63
h006,2026-02-04,night,82.38,84.0,1029.73
h007,2026-02-04,morning,88.52,84.0,1106.5
h007,2026-02-04,afternoon,77.45,73.5,968.18
h007,2026-02-04,night,55.32,52.5,691.56
h008,2026-02-04,morning,99.53,86.4,1244.15
h008,2026-02-04,afternoon,87.09,75.6,1088.63
h008,2026-02-04,night,62.21,54.0,777.59
h009,2026-02-04,morning,104.48,105.6,1305.99
h009,2026-02-04,afternoon,91.42,92.4,1142.74
h009,2026-02-04,night,65.3,66.0,816.25
h010,2026-02-04,morning,75.24,81.6,940.48
h010,2026-02-04,afternoon,65.83,71.4,822.92
h010,2026-02-04,night,47.02,51.0,587.8
h011,2026-02-04,morning,135.85,124.8,1698.16
h011,2026-02-04,afternoon,118.87,109.2,1485.89
h011,2026-02-04,night,84.91,78.0,1061.35
h012,2026-02-04,morning,99.83,100.8,1247.87
h012,2026-02-04,afternoon,87.35,88.2,1091.88
h012,2026-02-04,night,62.39,63.0,779.92
h013,2026-02-04,morning,87.25,105.6,1090.57
h013,2026-02-04,afternoon,76.34,92.4,954.25
h013,2026-02-04,night,54.53,66.0,681.6
h014,2026-02-04,morning,135.82,127.2,1697.79
h014,2026-02-04,afternoon,118.85,111.3,1485.57
h014,2026-02-04,night,84.89,79.5,1061.12
h015,2026-02-04,morning,121.75,127.2,1521.91
h015,2026-02-04,afternoon,106.53,111.3,1331.67
h015,2026-02-04,night,76.1,79.5,951.19
h016,2026-02-04,morning,173.93,175.2,2174.14
h016,2026-02-04,afternoon,152.19,153.3,1902.37
h016,2026-02-04,night,108.71,109.5,1358.84
h017,2026-02-04,morning,115.8,112.8,1447.45
h017,2026-02-04,afternoon,101.32,98.7,1266.52
h017,2026-02-04,night,72.37,70.5,904.65
h018,2026-02-04,morning,136.45,134.4,1705.6
h018,2026-02-04,afternoon,119.39,117.6,1492.4
h018,2026-02-04,night,85.28,84.0,1066.0
h019,2026-02-04,morning,101.45,96.0,1268.11
h019,2026-02-04,afternoon,88.77,84.0,1109.59
h019,2026-02-04,night,63.41,60.0,792.57
h020,2026-02-04,morning,115.82,120.0,1447.74
h020,2026-02-04,afternoon,101.34,105.0,1266.77
h020,2026-02-04,night,72.39,75.0,904.84
h021,2026-02-04,morning,114.93,110.4,1436.65
h021,2026-02-04,afternoon,100.57,96.6,1257.07
h021,2026-02-04,night,71.83,69.0,897.9
h022,2026-02-04,morning,61.1,62.4,763.8
h022,2026-02-04,afternoon,53.47,54.6,668.33
h022,2026-02-04,night,38.19,39.0,477.38
h023,2026-02-04,morning,61.0,57.6,762.56
h023,2026-02-04,afternoon,53.38,50.4,667.24
h023,2026-02-04,night,38.13,36.0,476.6
h024,2026-02-04,morning,135.98,129.6,1699.75
h024,2026-02-04,afternoon,118.98,113.4,1487.28
h024,2026-02-04,night,84.99,81.0,1062.34
h025,2026-02-04,morning,77.71,84.0,971.42
h025,2026-02-04,afternoon,68.0,73.5,850.0
h025,2026-02-04,night,48.57,52.5,607.14
h026,2026-02-04,morning,119.99,110.4,1499.89
h026,2026-02-04,afternoon,104.99,96.6,1312.41
h026,2026-02-04,night,74.99,69.0,937.43
h027,2026-02-04,morning,126.34,132.0,1579.25
h027,2026-02-04,afternoon,110.55,115.5,1381.85
h027,2026-02-04,night,78.96,82.5,987.03
h028,2026-02-04,morning,91.99,86.4,1149.82
h028,2026-02-04,afternoon,80.49,75.6,1006.09
h028,2026-02-04,night,57.49,54.0,718.64
h029,2026-02-04,morning,59.29,57.6,741.16
h029,2026-02-04,afternoon,51.88,50.4,648.51
h029,2026-02-04,night,37.06,36.0,463.22
h030,2026-02-04,morning,134.89,117.6,1686.17
h030,2026-02-04,afternoon,118.03,102.9,1475.4
h030,2026-02-04,night,84.31,73.5,1053.86
h031,2026-02-04,morning,129.64,132.0,1620.5
h031,2026-02-04,afternoon,113.44,115.5,1417.94
h031,2026-02-04,night,81.03,82.5,1012.81
h032,2026-02-04,morning,83.99,86.4,1049.82
h032,2026-02-04,afternoon,73.49,75.6,918.59
h032,2026-02-04,night,52.49,54.0,656.14
h033,2026-02-04,morning,76.68,76.8,958.51
h033,2026-02-04,afternoon,67.1,67.2,838.7
h033,2026-02-04,night,47.93,48.0,599.07
h034,2026-02-04,morning,121.77,124.8,1522.16
h034,2026-02-04,afternoon,106.55,109.2,1331.89
h034,2026-02-04,night,76.11,78.0,951.35
h035,2026-02-04,morning,163.43,153.6,2042.87
h035,2026-02-04,afternoon,143.0,134.4,1787.51
h035,2026-02-04,night,102.14,96.0,1276.79
h036,2026-02-04,morning,71.05,81.6,888.11
h036,2026-02-04,afternoon,62.17,71.4,777.1
h036,2026-02-04,night,44.41,51.0,555.07
h037,2026-02-04,morning,68.13,74.4,851.61
h037,2026-02-04,afternoon,59.61,65.1,745.16
